Release_date=2017-03-01
Gene	Domaine	Start	End	Accession
ADARB2_CCDS7058.1	A_deamin	408	729	PF02137.17
ADARB2_CCDS7058.1	dsrm	134	187	PF00035.25
ADARB2_CCDS7058.1	dsrm	285	339	PF00035.25
PFKP_CCDS7059.1	PFK	27	331	PF00365.19
PFKP_CCDS7059.1	PFK	413	697	PF00365.19
KLF6_CCDS7060.1	zf-C2H2	200	224	PF00096.25
KLF6_CCDS7060.1	zf-C2H2	230	254	PF00096.25
KLF6_CCDS7060.1	zf-C2H2	260	282	PF00096.25
AKR1C1_CCDS7061.1	Aldo_ket_red	19	300	PF00248.20
AKR1C2_CCDS7062.1	Aldo_ket_red	19	300	PF00248.20
AKR1C3_CCDS7063.1	Aldo_ket_red	19	299	PF00248.20
AKR1C4_CCDS7064.1	Aldo_ket_red	19	300	PF00248.20
UCN3_CCDS7065.1	CRF	120	157	PF00473.16
TUBAL3_CCDS7066.2	Tubulin_C	270	398	PF03953.16
TUBAL3_CCDS7066.2	Tubulin	3	220	PF00091.24
NET1_CCDS7067.1	PH	343	446	PF00169.28
NET1_CCDS7067.1	RhoGEF	125	300	PF00621.19
CALML5_CCDS7068.1	EF-hand_7	12	73	PF13499.5
CALML5_CCDS7068.1	EF-hand_7	81	142	PF13499.5
CALML3_CCDS7069.1	EF-hand_7	12	73	PF13499.5
CALML3_CCDS7069.1	EF-hand_7	83	144	PF13499.5
ASB13_CCDS7070.1	SOCS_box	239	277	PF07525.15
ASB13_CCDS7070.1	Ank_2	24	112	PF12796.6
ASB13_CCDS7070.1	Ank_2	121	211	PF12796.6
GDI2_CCDS7071.1	GDI	1	435	PF00996.17
FBXO18_CCDS7072.1	F-box-like	212	251	PF12937.6
FBXO18_CCDS7072.1	AAA_19	457	681	PF13245.5
FBXO18_CCDS7072.1	UvrD_C	869	934	PF13361.5
FBXO18_CCDS7073.1	F-box-like	263	302	PF12937.6
FBXO18_CCDS7073.1	AAA_19	508	732	PF13245.5
FBXO18_CCDS7073.1	UvrD_C	920	985	PF13361.5
IL2RA_CCDS7076.1	Sushi	26	79	PF00084.19
RBM17_CCDS7077.1	G-patch	237	276	PF01585.22
RBM17_CCDS7077.1	RRM_1	329	383	PF00076.21
PFKFB3_CCDS7078.1	His_Phos_1	249	432	PF00300.21
PFKFB3_CCDS7078.1	6PF2K	26	246	PF01591.17
PRKCQ_CCDS7079.1	Pkinase	383	634	PF00069.24
PRKCQ_CCDS7079.1	C1_1	160	210	PF00130.21
PRKCQ_CCDS7079.1	C1_1	232	283	PF00130.21
PRKCQ_CCDS7079.1	Pkinase_C	655	696	PF00433.23
KIN_CCDS7080.1	Kin17_mid	52	177	PF10357.8
ATP5C1_CCDS7081.1	ATP-synt	27	297	PF00231.18
GATA3_CCDS7083.1	GATA	263	296	PF00320.26
GATA3_CCDS7083.1	GATA	317	349	PF00320.26
ECHDC3_CCDS7084.1	ECH_1	54	299	PF00378.19
PROSER2_CCDS7085.1	SARG	396	433	PF15385.5
UPF2_CCDS7086.1	Upf2	1094	1218	PF04050.13
UPF2_CCDS7086.1	MIF4G	169	411	PF02854.18
UPF2_CCDS7086.1	MIF4G	574	757	PF02854.18
UPF2_CCDS7086.1	MIF4G	777	986	PF02854.18
DHTKD1_CCDS7087.1	OxoGdeHyase_C	777	918	PF16870.4
DHTKD1_CCDS7087.1	E1_dh	215	496	PF00676.19
DHTKD1_CCDS7087.1	Transket_pyr	568	771	PF02779.23
SEC61A2_CCDS7088.1	SecY	75	457	PF00344.19
SEC61A2_CCDS7088.1	Plug_translocon	40	74	PF10559.8
NUDT5_CCDS7089.1	NUDIX	61	180	PF00293.27
CDC123_CCDS7090.1	D123	14	314	PF07065.13
CAMK1D_CCDS7091.1	Pkinase	23	279	PF00069.24
CAMK1D_CCDS7092.1	Pkinase	23	279	PF00069.24
OPTN_CCDS7094.1	CC2-LZ	408	505	PF16516.4
OPTN_CCDS7094.1	NEMO	37	104	PF11577.7
MCM10_CCDS7095.1	Mcm10	524	872	PF09332.10
MCM10_CCDS7095.1	zf-primase	381	426	PF09329.10
MCM10_CCDS7096.1	Mcm10	525	873	PF09332.10
MCM10_CCDS7096.1	zf-primase	382	427	PF09329.10
PHYH_CCDS7097.1	PhyH	61	277	PF05721.12
SEPHS1_CCDS7098.1	AIRS_C	193	366	PF02769.21
SEPHS1_CCDS7098.1	AIRS	82	173	PF00586.23
BEND7_CCDS7099.1	BEN	259	337	PF10523.8
PRPF18_CCDS7100.1	Prp18	190	331	PF02840.14
PRPF18_CCDS7100.1	PRP4	84	111	PF08799.10
FRMD4A_CCDS7101.1	FERM_N	24	84	PF09379.9
FRMD4A_CCDS7101.1	DUF3338	357	491	PF11819.7
FRMD4A_CCDS7101.1	FERM_C	225	325	PF09380.9
FRMD4A_CCDS7101.1	FERM_M	108	221	PF00373.17
FAM107B_CCDS7102.1	DUF1151	185	295	PF06625.10
HSPA14_CCDS7103.1	HSP70	3	506	PF00012.19
SUV39H2_CCDS7104.1	SET	202	312	PF00856.27
SUV39H2_CCDS7104.1	Pre-SET	88	182	PF05033.15
SUV39H2_CCDS7104.1	Chromo	3	34	PF00385.23
DCLRE1C_CCDS7105.1	DRMBL	124	228	PF07522.13
OLAH_CCDS7106.1	Thioesterase	109	304	PF00975.19
RPP38_CCDS7108.1	Ribosomal_L7Ae	101	186	PF01248.25
NMT2_CCDS7109.1	NMT_C	310	487	PF02799.14
NMT2_CCDS7109.1	NMT	143	296	PF01233.18
FAM188A_CCDS7110.1	DUF4205	28	300	PF13898.5
PTER_CCDS7111.1	PTE	15	347	PF02126.17
RSU1_CCDS7112.1	LRR_8	88	146	PF13855.5
CUBN_CCDS7113.1	EGF_3	353	387	PF12947.6
CUBN_CCDS7113.1	EGF	136	165	PF00008.26
CUBN_CCDS7113.1	EGF	399	427	PF00008.26
CUBN_CCDS7113.1	EGF	436	465	PF00008.26
CUBN_CCDS7113.1	CUB	474	582	PF00431.19
CUBN_CCDS7113.1	CUB	590	699	PF00431.19
CUBN_CCDS7113.1	CUB	708	813	PF00431.19
CUBN_CCDS7113.1	CUB	817	925	PF00431.19
CUBN_CCDS7113.1	CUB	932	1039	PF00431.19
CUBN_CCDS7113.1	CUB	1048	1157	PF00431.19
CUBN_CCDS7113.1	CUB	1165	1274	PF00431.19
CUBN_CCDS7113.1	CUB	1278	1385	PF00431.19
CUBN_CCDS7113.1	CUB	1391	1502	PF00431.19
CUBN_CCDS7113.1	CUB	1510	1616	PF00431.19
CUBN_CCDS7113.1	CUB	1620	1729	PF00431.19
CUBN_CCDS7113.1	CUB	1738	1847	PF00431.19
CUBN_CCDS7113.1	CUB	1856	1959	PF00431.19
CUBN_CCDS7113.1	CUB	1986	2088	PF00431.19
CUBN_CCDS7113.1	CUB	2092	2210	PF00431.19
CUBN_CCDS7113.1	CUB	2217	2331	PF00431.19
CUBN_CCDS7113.1	CUB	2336	2445	PF00431.19
CUBN_CCDS7113.1	CUB	2452	2562	PF00431.19
CUBN_CCDS7113.1	CUB	2570	2684	PF00431.19
CUBN_CCDS7113.1	CUB	2689	2797	PF00431.19
CUBN_CCDS7113.1	CUB	2805	2916	PF00431.19
CUBN_CCDS7113.1	CUB	2920	3032	PF00431.19
CUBN_CCDS7113.1	CUB	3037	3147	PF00431.19
CUBN_CCDS7113.1	CUB	3157	3271	PF00431.19
CUBN_CCDS7113.1	CUB	3278	3381	PF00431.19
CUBN_CCDS7113.1	CUB	3395	3502	PF00431.19
CUBN_CCDS7113.1	CUB	3511	3620	PF00431.19
CUBN_CCDS7113.1	EGF_CA	170	204	PF07645.14
CUBN_CCDS7113.1	EGF_CA	263	297	PF07645.14
CUBN_CCDS7113.1	EGF_CA	305	347	PF07645.14
TRDMT1_CCDS7114.1	DNA_methylase	5	388	PF00145.16
VIM_CCDS7120.1	Filament_head	7	101	PF04732.13
VIM_CCDS7120.1	Filament	102	410	PF00038.20
PTPLA_CCDS7121.1	PTPLA	119	279	PF04387.13
STAM_CCDS7122.1	SH3_1	216	261	PF00018.27
STAM_CCDS7122.1	UIM	172	187	PF02809.19
STAM_CCDS7122.1	VHS	7	139	PF00790.18
MRC1_CCDS7123.1	Lectin_C	237	342	PF00059.20
MRC1_CCDS7123.1	Lectin_C	383	487	PF00059.20
MRC1_CCDS7123.1	Lectin_C	523	626	PF00059.20
MRC1_CCDS7123.1	Lectin_C	669	778	PF00059.20
MRC1_CCDS7123.1	Lectin_C	817	924	PF00059.20
MRC1_CCDS7123.1	Lectin_C	967	1081	PF00059.20
MRC1_CCDS7123.1	Lectin_C	1115	1214	PF00059.20
MRC1_CCDS7123.1	Lectin_C	1254	1357	PF00059.20
MRC1_CCDS7123.1	Ricin_B_lectin	26	106	PF00652.21
MRC1_CCDS7123.1	fn2	168	209	PF00040.18
SLC39A12_CCDS7124.1	Zip	369	482	PF02535.21
SLC39A12_CCDS7124.1	Zip	491	646	PF02535.21
CACNB2_CCDS7125.1	Guanylate_kin	280	460	PF00625.20
CACNB2_CCDS7125.1	VGCC_beta4Aa_N	72	113	PF12052.7
CACNB2_CCDS7126.1	Guanylate_kin	256	436	PF00625.20
CACNB2_CCDS7126.1	VGCC_beta4Aa_N	72	113	PF12052.7
CACNB2_CCDS7127.1	Guanylate_kin	252	432	PF00625.20
CACNB2_CCDS7127.1	VGCC_beta4Aa_N	44	85	PF12052.7
CACNB2_CCDS7128.1	Guanylate_kin	225	405	PF00625.20
CACNB2_CCDS7128.1	VGCC_beta4Aa_N	17	58	PF12052.7
CACNB2_CCDS7129.1	Guanylate_kin	232	412	PF00625.20
CACNB2_CCDS7129.1	VGCC_beta4Aa_N	24	65	PF12052.7
NSUN6_CCDS7130.1	Methyltr_RsmB-F	229	400	PF01189.16
ARL5B_CCDS7131.1	Arf	5	175	PF00025.20
PLXDC2_CCDS7132.1	PSI	327	372	PF01437.24
NEBL_CCDS7133.1	LIM	5	59	PF00412.21
NEBL_CCDS7133.1	SH3_9	217	267	PF14604.5
NEBL_CCDS7133.1	Nebulin	67	95	PF00880.17
NEBL_CCDS7133.1	Nebulin	103	131	PF00880.17
NEBL_CCDS7134.1	SH3_9	961	1011	PF14604.5
NEBL_CCDS7134.1	Nebulin	39	62	PF00880.17
NEBL_CCDS7134.1	Nebulin	214	238	PF00880.17
NEBL_CCDS7134.1	Nebulin	283	313	PF00880.17
NEBL_CCDS7134.1	Nebulin	320	348	PF00880.17
NEBL_CCDS7134.1	Nebulin	357	385	PF00880.17
NEBL_CCDS7134.1	Nebulin	433	454	PF00880.17
NEBL_CCDS7134.1	Nebulin	467	491	PF00880.17
NEBL_CCDS7134.1	Nebulin	504	533	PF00880.17
NEBL_CCDS7134.1	Nebulin	541	567	PF00880.17
NEBL_CCDS7134.1	Nebulin	607	629	PF00880.17
NEBL_CCDS7134.1	Nebulin	638	660	PF00880.17
NEBL_CCDS7134.1	Nebulin	669	689	PF00880.17
NEBL_CCDS7134.1	Nebulin	700	720	PF00880.17
NEBL_CCDS7134.1	Nebulin	732	759	PF00880.17
NEBL_CCDS7134.1	Nebulin	766	794	PF00880.17
MLLT10_CCDS7135.1	zf-HC5HC2H_2	81	197	PF13832.5
MLLT10_CCDS7135.1	PHD_2	37	72	PF13831.5
DNAJC1_CCDS7136.1	Myb_DNA-binding	495	540	PF00249.30
DNAJC1_CCDS7136.1	DnaJ	65	126	PF00226.30
COMMD3_CCDS7137.1	COMM_domain	122	192	PF07258.13
BMI1_CCDS7138.1	RAWUL	162	226	PF16207.4
BMI1_CCDS7138.1	zf-C3HC4_2	17	56	PF13923.5
SPAG6_CCDS7139.1	Arm	114	154	PF00514.22
SPAG6_CCDS7139.1	Arm	157	195	PF00514.22
SPAG6_CCDS7139.1	Arm	198	235	PF00514.22
SPAG6_CCDS7139.1	Arm	328	363	PF00514.22
SPAG6_CCDS7140.1	Arm	114	154	PF00514.22
SPAG6_CCDS7140.1	Arm	157	195	PF00514.22
SPAG6_CCDS7140.1	Arm	198	235	PF00514.22
SPAG6_CCDS7140.1	Arm	328	363	PF00514.22
PIP4K2A_CCDS7141.1	PIP5K	126	403	PF01504.17
ARMC3_CCDS7142.1	Arm	144	177	PF00514.22
ARMC3_CCDS7142.1	Arm	387	426	PF00514.22
ARMC3_CCDS7142.1	Arm	471	503	PF00514.22
ARMC3_CCDS7142.1	EDR1	551	858	PF14381.5
ARMC3_CCDS7142.1	HEAT_2	277	381	PF13646.5
PTF1A_CCDS7143.1	HLH	165	215	PF00010.25
ARHGAP21_CCDS7144.2	PDZ	93	155	PF00595.23
ARHGAP21_CCDS7144.2	RhoGAP	1162	1312	PF00620.26
ARHGAP21_CCDS7144.2	PH_9	933	1035	PF15410.5
PRTFDC1_CCDS7145.1	Pribosyltran	47	202	PF00156.26
ENKUR_CCDS7146.1	Enkurin	152	248	PF13864.5
THNSL1_CCDS7147.1	SKI	64	220	PF01202.21
THNSL1_CCDS7147.1	Thr_synth_N	246	318	PF14821.5
MYO3A_CCDS7148.1	IQ	1084	1101	PF00612.26
MYO3A_CCDS7148.1	IQ	1348	1367	PF00612.26
MYO3A_CCDS7148.1	Pkinase	22	287	PF00069.24
MYO3A_CCDS7148.1	Myosin_head	340	1041	PF00063.20
GAD2_CCDS7149.1	Pyridoxal_deC	138	508	PF00282.18
ABI1_CCDS7150.1	SH3_1	452	496	PF00018.27
ABI1_CCDS7150.1	Abi_HHR	93	170	PF07815.13
YME1L1_CCDS7151.1	Peptidase_M41	509	705	PF01434.17
YME1L1_CCDS7151.1	AAA	318	449	PF00004.28
YME1L1_CCDS7152.1	Peptidase_M41	566	762	PF01434.17
YME1L1_CCDS7152.1	AAA	375	506	PF00004.28
MASTL_CCDS7153.1	Pkinase	37	194	PF00069.24
MASTL_CCDS7153.1	Pkinase	737	834	PF00069.24
ACBD5_CCDS7154.1	ACBP	10	92	PF00887.18
RAB18_CCDS7155.1	Ras	10	170	PF00071.21
MKX_CCDS7156.1	Homeobox_KN	88	127	PF05920.10
ARMC4_CCDS7157.1	Arm	624	660	PF00514.22
ARMC4_CCDS7157.1	Arm	996	1031	PF00514.22
MPP7_CCDS7158.1	PDZ	141	216	PF00595.23
MPP7_CCDS7158.1	SH3_2	232	295	PF07653.16
MPP7_CCDS7158.1	Guanylate_kin	368	560	PF00625.20
MPP7_CCDS7158.1	L27	16	67	PF02828.15
MPP7_CCDS7158.1	L27	75	124	PF02828.15
WAC_CCDS7159.1	WW	133	160	PF00397.25
WAC_CCDS7160.1	WW	133	160	PF00397.25
BAMBI_CCDS7162.1	BAMBI	4	111	PF06211.11
SVIL_CCDS7163.1	Gelsolin	1036	1078	PF00626.21
SVIL_CCDS7163.1	VHP	1753	1788	PF02209.18
SVIL_CCDS7164.1	Gelsolin	1462	1504	PF00626.21
SVIL_CCDS7164.1	VHP	2179	2214	PF02209.18
MTPAP_CCDS7165.1	PAP_assoc	440	483	PF03828.18
MAP3K8_CCDS7166.1	Pkinase	145	386	PF00069.24
LYZL2_CCDS7167.2	Lys	66	191	PF00062.19
ZEB1_CCDS7169.1	Homeobox	592	630	PF00046.28
ZEB1_CCDS7169.1	zf-Di19	170	222	PF05605.11
ZEB1_CCDS7169.1	zf-C2H2	240	262	PF00096.25
ZEB1_CCDS7169.1	zf-C2H2	268	288	PF00096.25
ZEB1_CCDS7169.1	zf-C2H2	932	954	PF00096.25
ZEB1_CCDS7169.1	zf-C2H2	960	980	PF00096.25
ARHGAP12_CCDS7170.1	PH	478	574	PF00169.28
ARHGAP12_CCDS7170.1	RhoGAP	670	818	PF00620.26
ARHGAP12_CCDS7170.1	SH3-WW_linker	71	266	PF16618.4
ARHGAP12_CCDS7170.1	SH3_9	19	70	PF14604.5
KIF5B_CCDS7171.1	Kinesin	14	325	PF00225.22
EPC1_CCDS7172.1	EPL1	7	148	PF10513.8
EPC1_CCDS7172.1	E_Pc_C	582	836	PF06752.11
CCDC7_CCDS7173.1	BioT2	1	170	PF15368.5
ITGB1_CCDS7174.1	Integrin_b_cyt	752	795	PF08725.10
ITGB1_CCDS7174.1	PSI_integrin	25	76	PF17205.2
ITGB1_CCDS7174.1	Integrin_beta	138	382	PF00362.17
ITGB1_CCDS7174.1	EGF_2	599	630	PF07974.12
ITGB1_CCDS7174.1	Integrin_B_tail	640	728	PF07965.11
NRP1_CCDS7177.1	DUF3481	845	923	PF11980.7
NRP1_CCDS7177.1	MAM	650	809	PF00629.22
NRP1_CCDS7177.1	CUB	27	138	PF00431.19
NRP1_CCDS7177.1	CUB	147	262	PF00431.19
NRP1_CCDS7177.1	F5_F8_type_C	290	421	PF00754.24
NRP1_CCDS7177.1	F5_F8_type_C	446	580	PF00754.24
PARD3_CCDS7178.1	PDZ	462	544	PF00595.23
PARD3_CCDS7178.1	PDZ	595	665	PF00595.23
PARD3_CCDS7178.1	DUF3534	1	83	PF12053.7
CUL2_CCDS7179.1	Cullin	14	644	PF00888.21
CUL2_CCDS7179.1	Cullin_Nedd8	675	735	PF10557.8
CREM_CCDS7180.1	pKID	69	107	PF02173.16
CREM_CCDS7180.1	bZIP_1	239	295	PF00170.20
CREM_CCDS7181.1	pKID	69	107	PF02173.16
CREM_CCDS7181.1	bZIP_1	239	294	PF00170.20
CREM_CCDS7182.1	pKID	69	107	PF02173.16
CREM_CCDS7182.1	bZIP_1	188	243	PF00170.20
CREM_CCDS7183.1	pKID	53	91	PF02173.16
CREM_CCDS7183.1	bZIP_1	160	216	PF00170.20
CREM_CCDS7184.1	pKID	53	91	PF02173.16
CREM_CCDS7185.1	pKID	39	77	PF02173.16
CREM_CCDS7185.1	bZIP_1	209	265	PF00170.20
CREM_CCDS7186.1	pKID	14	52	PF02173.16
CREM_CCDS7186.1	bZIP_1	184	240	PF00170.20
CREM_CCDS7187.1	bZIP_1	60	115	PF00170.20
CREM_CCDS7188.1	bZIP_1	52	107	PF00170.20
CCNY_CCDS7189.1	Cyclin_N	147	265	PF00134.22
CCNY_CCDS7190.1	Cyclin_N	93	211	PF00134.22
GJD4_CCDS7191.1	Connexin	6	218	PF00029.18
FZD8_CCDS7192.1	Frizzled	268	620	PF01534.16
FZD8_CCDS7192.1	Fz	35	141	PF01392.21
ANKRD30A_CCDS7193.1	CCDC144C	1048	1339	PF14915.5
ANKRD30A_CCDS7193.1	Ank_2	11	80	PF12796.6
ANKRD30A_CCDS7193.1	Ank_2	130	205	PF12796.6
ANKRD30A_CCDS7193.1	Ank	82	113	PF00023.29
ZNF248_CCDS7194.1	zf-C2H2	380	402	PF00096.25
ZNF248_CCDS7194.1	zf-C2H2	408	430	PF00096.25
ZNF248_CCDS7194.1	zf-C2H2	436	458	PF00096.25
ZNF248_CCDS7194.1	zf-C2H2	464	486	PF00096.25
ZNF248_CCDS7194.1	zf-C2H2	492	514	PF00096.25
ZNF248_CCDS7194.1	zf-C2H2	520	542	PF00096.25
ZNF248_CCDS7194.1	zf-C2H2	548	570	PF00096.25
ZNF248_CCDS7194.1	KRAB	8	48	PF01352.26
ZNF25_CCDS7195.1	zf-C2H2	119	140	PF00096.25
ZNF25_CCDS7195.1	zf-C2H2	146	168	PF00096.25
ZNF25_CCDS7195.1	zf-C2H2	174	196	PF00096.25
ZNF25_CCDS7195.1	zf-C2H2	202	224	PF00096.25
ZNF25_CCDS7195.1	zf-C2H2	230	252	PF00096.25
ZNF25_CCDS7195.1	zf-C2H2	258	280	PF00096.25
ZNF25_CCDS7195.1	zf-C2H2	286	308	PF00096.25
ZNF25_CCDS7195.1	zf-C2H2	314	336	PF00096.25
ZNF25_CCDS7195.1	zf-C2H2	342	364	PF00096.25
ZNF25_CCDS7195.1	zf-C2H2	370	392	PF00096.25
ZNF25_CCDS7195.1	zf-C2H2	398	420	PF00096.25
ZNF25_CCDS7195.1	zf-C2H2	426	448	PF00096.25
ZNF25_CCDS7195.1	KRAB	7	48	PF01352.26
ZNF33B_CCDS7198.1	zf-C2H2	329	351	PF00096.25
ZNF33B_CCDS7198.1	zf-C2H2	357	379	PF00096.25
ZNF33B_CCDS7198.1	zf-C2H2	385	407	PF00096.25
ZNF33B_CCDS7198.1	zf-C2H2	413	435	PF00096.25
ZNF33B_CCDS7198.1	zf-C2H2	441	463	PF00096.25
ZNF33B_CCDS7198.1	zf-C2H2	469	491	PF00096.25
ZNF33B_CCDS7198.1	zf-C2H2	497	519	PF00096.25
ZNF33B_CCDS7198.1	zf-C2H2	525	547	PF00096.25
ZNF33B_CCDS7198.1	zf-C2H2	553	575	PF00096.25
ZNF33B_CCDS7198.1	zf-C2H2	581	603	PF00096.25
ZNF33B_CCDS7198.1	zf-C2H2	609	631	PF00096.25
ZNF33B_CCDS7198.1	zf-C2H2	637	659	PF00096.25
ZNF33B_CCDS7198.1	zf-C2H2	665	687	PF00096.25
ZNF33B_CCDS7198.1	zf-C2H2	693	715	PF00096.25
ZNF33B_CCDS7198.1	zf-C2H2	722	743	PF00096.25
ZNF33B_CCDS7198.1	zf-C2H2	749	771	PF00096.25
ZNF33B_CCDS7198.1	KRAB	11	52	PF01352.26
BMS1_CCDS7199.1	AARP2CN	231	316	PF08142.11
BMS1_CCDS7199.1	RIBIOP_C	817	1105	PF04950.11
RET_CCDS7200.1	Pkinase_Tyr	725	1005	PF07714.16
RET_CCDS7200.1	Cadherin	173	256	PF00028.16
CSGALNACT2_CCDS7201.1	CHGN	64	516	PF05679.15
RASGEF1A_CCDS7202.2	RasGEF_N	46	140	PF00618.19
RASGEF1A_CCDS7202.2	RasGEF	218	410	PF00617.18
FXYD4_CCDS7203.1	ATP1G1_PLM_MAT8	26	70	PF02038.15
HNRNPF_CCDS7204.1	zf-RNPHF	255	290	PF08080.11
HNRNPF_CCDS7204.1	RRM_1	114	181	PF00076.21
HNRNPF_CCDS7204.1	RRM_1	293	356	PF00076.21
ZNF485_CCDS7205.2	zf-C2H2	130	152	PF00096.25
ZNF485_CCDS7205.2	zf-C2H2	158	180	PF00096.25
ZNF485_CCDS7205.2	zf-C2H2	242	264	PF00096.25
ZNF485_CCDS7205.2	zf-C2H2	270	292	PF00096.25
ZNF485_CCDS7205.2	zf-C2H2	298	320	PF00096.25
ZNF485_CCDS7205.2	zf-C2H2	326	348	PF00096.25
ZNF485_CCDS7205.2	zf-C2H2	354	376	PF00096.25
ZNF485_CCDS7205.2	zf-C2H2	382	404	PF00096.25
ZNF485_CCDS7205.2	zf-C2H2	410	432	PF00096.25
ZNF485_CCDS7205.2	KRAB	10	51	PF01352.26
ZNF32_CCDS7206.1	zf-C2H2	77	99	PF00096.25
ZNF32_CCDS7206.1	zf-C2H2	105	127	PF00096.25
ZNF32_CCDS7206.1	zf-C2H2	133	155	PF00096.25
ZNF32_CCDS7206.1	zf-C2H2	161	183	PF00096.25
ZNF32_CCDS7206.1	zf-C2H2	189	211	PF00096.25
ZNF32_CCDS7206.1	zf-C2H2	245	266	PF00096.25
CXCL12_CCDS7207.1	IL8	29	85	PF00048.19
RASSF4_CCDS7208.1	Nore1-SARAH	275	314	PF16517.4
RASSF4_CCDS7208.1	RA	177	259	PF00788.22
C10orf10_CCDS7210.1	DEPP	25	212	PF15343.5
ZNF22_CCDS7211.1	zf-C2H2	55	77	PF00096.25
ZNF22_CCDS7211.1	zf-C2H2	83	105	PF00096.25
ZNF22_CCDS7211.1	zf-C2H2	111	133	PF00096.25
ZNF22_CCDS7211.1	zf-C2H2	139	161	PF00096.25
ZNF22_CCDS7211.1	zf-C2H2	167	189	PF00096.25
ALOX5_CCDS7212.1	PLAT	4	112	PF01477.22
ALOX5_CCDS7212.1	Lipoxygenase	221	658	PF00305.18
MARCH8_CCDS7213.1	RINGv	80	126	PF12906.6
ZFAND4_CCDS7214.1	zf-AN1	667	705	PF01428.15
ZFAND4_CCDS7214.1	ubiquitin	30	101	PF00240.22
AGAP4_CCDS7215.1	Ank_2	571	658	PF12796.6
AGAP4_CCDS7215.1	ArfGap	443	554	PF01412.17
RBP3_CCDS7218.1	Peptidase_S41	129	305	PF03572.17
RBP3_CCDS7218.1	Peptidase_S41	438	616	PF03572.17
RBP3_CCDS7218.1	Peptidase_S41	743	918	PF03572.17
RBP3_CCDS7218.1	Peptidase_S41	1041	1217	PF03572.17
RBP3_CCDS7218.1	Peptidase_S41_N	25	126	PF11918.7
RBP3_CCDS7218.1	Peptidase_S41_N	309	436	PF11918.7
RBP3_CCDS7218.1	Peptidase_S41_N	619	740	PF11918.7
RBP3_CCDS7218.1	Peptidase_S41_N	921	1039	PF11918.7
GDF2_CCDS7219.1	TGFb_propeptide	60	232	PF00688.17
GDF2_CCDS7219.1	TGF_beta	326	428	PF00019.19
GDF10_CCDS7220.1	TGF_beta	375	477	PF00019.19
MAPK8_CCDS7223.1	Pkinase	26	321	PF00069.24
MAPK8_CCDS7224.1	Pkinase	26	321	PF00069.24
MAPK8_CCDS7225.1	Pkinase	26	321	PF00069.24
MAPK8_CCDS7226.1	Pkinase	26	321	PF00069.24
ARHGAP22_CCDS7227.1	PH	38	144	PF00169.28
ARHGAP22_CCDS7227.1	RhoGAP	173	321	PF00620.26
VSTM4_CCDS7228.1	V-set	34	134	PF07686.16
ERCC6_CCDS7229.1	SNF2_N	518	811	PF00176.22
ERCC6_CCDS7229.1	Helicase_C	847	952	PF00271.30
PGBD3_CCDS7230.1	DDE_Tnp_1_7	141	499	PF13843.5
SLC18A3_CCDS7231.1	MFS_1	94	398	PF07690.15
CHAT_CCDS7232.1	Carn_acyltransf	131	719	PF00755.19
CHAT_CCDS7233.1	Carn_acyltransf	13	601	PF00755.19
OGDHL_CCDS7234.1	OxoGdeHyase_C	855	1000	PF16870.4
OGDHL_CCDS7234.1	E1_dh	244	568	PF00676.19
OGDHL_CCDS7234.1	Transket_pyr	637	852	PF02779.23
OGDHL_CCDS7234.1	2-oxogl_dehyd_N	46	80	PF16078.4
MSMB_CCDS7235.1	PSP94	21	114	PF05825.10
NCOA4_CCDS7237.1	ARA70	35	165	PF12489.7
NCOA4_CCDS7237.1	ARA70	199	321	PF12489.7
TIMM23_CCDS7238.1	Tim17	78	185	PF02466.18
ASAH2_CCDS7239.2	Ceramidse_alk_C	610	777	PF17048.4
ASAH2_CCDS7239.2	Ceramidase_alk	102	608	PF04734.12
SGMS1_CCDS7240.1	PAP2_C	276	349	PF14360.5
A1CF_CCDS7241.1	DND1_DSRM	439	515	PF14709.6
A1CF_CCDS7241.1	RRM_1	58	124	PF00076.21
A1CF_CCDS7241.1	RRM_1	138	199	PF00076.21
A1CF_CCDS7241.1	RRM_1	233	296	PF00076.21
A1CF_CCDS7242.1	DND1_DSRM	447	523	PF14709.6
A1CF_CCDS7242.1	RRM_1	58	124	PF00076.21
A1CF_CCDS7242.1	RRM_1	138	199	PF00076.21
A1CF_CCDS7242.1	RRM_1	233	296	PF00076.21
A1CF_CCDS7243.1	DND1_DSRM	447	523	PF14709.6
A1CF_CCDS7243.1	RRM_1	66	132	PF00076.21
A1CF_CCDS7243.1	RRM_1	146	207	PF00076.21
A1CF_CCDS7243.1	RRM_1	241	304	PF00076.21
PRKG1_CCDS7244.1	cNMP_binding	137	218	PF00027.28
PRKG1_CCDS7244.1	cNMP_binding	255	340	PF00027.28
PRKG1_CCDS7244.1	Pkinase	376	634	PF00069.24
CSTF2T_CCDS7245.1	CSTF2_hinge	113	191	PF14327.5
CSTF2T_CCDS7245.1	RRM_1	18	88	PF00076.21
CSTF2T_CCDS7245.1	CSTF_C	572	612	PF14304.5
DKK1_CCDS7246.1	Dickkopf_N	85	139	PF04706.11
MBL2_CCDS7247.1	Lectin_C	146	246	PF00059.20
MBL2_CCDS7247.1	Collagen	42	99	PF01391.17
PCDH15_CCDS7248.1	Cadherin	152	256	PF00028.16
PCDH15_CCDS7248.1	Cadherin	521	605	PF00028.16
PCDH15_CCDS7248.1	Cadherin	621	708	PF00028.16
